downstream_003
             x                       y                       z
  -4.91312e-04             1.10062e-02             2.96074e-01
   1.22808e-03             1.77849e-02             2.96074e-01
   2.78535e-03             2.41424e-02             2.96074e-01
   4.06948e-03             2.99313e-02             2.96074e-01
   5.01777e-03             3.50130e-02             2.96074e-01
   5.60052e-03             3.92632e-02             2.96074e-01
   5.83167e-03             4.25737e-02             2.96074e-01
   5.82603e-03             4.48477e-02             2.96074e-01
   5.82317e-03             4.59988e-02             2.96074e-01

   5.29026e-03             4.53635e-02             3.12695e-01
   5.44049e-03             4.42138e-02             3.12695e-01
   5.73724e-03             4.19427e-02             3.12695e-01
   6.13534e-03             3.86105e-02             3.12695e-01
   6.62358e-03             3.42995e-02             3.12695e-01
   7.20190e-03             2.91144e-02             3.12695e-01
   7.82500e-03             2.31865e-02             3.12695e-01
   8.41073e-03             1.66695e-02             3.12695e-01
   8.85295e-03             9.73470e-03             3.12695e-01
   9.05537e-03             2.56271e-03             3.12695e-01
   8.92159e-03            -4.65917e-03             3.12695e-01
   8.37337e-03            -1.17436e-02             3.12695e-01
   7.39288e-03            -1.85125e-02             3.12695e-01
   6.03213e-03            -2.48025e-02             3.12695e-01
   4.37501e-03            -3.04645e-02             3.12695e-01
   2.54981e-03            -3.53693e-02             3.12695e-01
   7.03871e-04            -3.94081e-02             3.12695e-01
  -1.20617e-03            -4.24711e-02             3.12695e-01
  -2.92978e-03            -4.45066e-02             3.12695e-01
  -5.29026e-03            -4.53635e-02             3.12695e-01
  -6.33571e-03            -4.41094e-02             3.12695e-01
  -6.89368e-03            -4.18078e-02             3.12695e-01
  -7.22730e-03            -3.84832e-02             3.12695e-01
  -7.30977e-03            -3.42195e-02             3.12695e-01
  -7.16270e-03            -2.91190e-02             3.12695e-01
  -6.76971e-03            -2.33095e-02             3.12695e-01
  -6.10397e-03            -1.69385e-02             3.12695e-01
  -5.10415e-03            -1.01719e-02             3.12695e-01
  -3.79269e-03            -3.17644e-03             3.12695e-01
  -2.24340e-03             3.88037e-03             3.12695e-01
  -5.90484e-04             1.08360e-02             3.12695e-01
   1.03743e-03             1.75294e-02             3.12695e-01
   2.50973e-03             2.38063e-02             3.12695e-01
   3.71850e-03             2.95206e-02             3.12695e-01
   4.60333e-03             3.45351e-02             3.12695e-01
   5.13617e-03             3.87271e-02             3.12695e-01
   5.33179e-03             4.19900e-02             3.12695e-01
   5.30422e-03             4.42297e-02             3.12695e-01
   5.29026e-03             4.53635e-02             3.12695e-01

   4.82318e-03             4.46944e-02             3.29316e-01
   4.98077e-03             4.35640e-02             3.29316e-01
   5.29206e-03             4.13311e-02             3.29316e-01
   5.71210e-03             3.80548e-02             3.29316e-01
   6.22913e-03             3.38157e-02             3.29316e-01
   6.84222e-03             2.87171e-02             3.29316e-01
   7.50567e-03             2.28878e-02             3.29316e-01
   8.13732e-03             1.64783e-02             3.29316e-01
   8.63125e-03             9.65640e-03             3.29316e-01
   8.89117e-03             2.59900e-03             3.29316e-01
   8.82060e-03            -4.51036e-03             3.29316e-01
   8.34095e-03            -1.14879e-02             3.29316e-01
   7.43316e-03            -1.81586e-02             3.29316e-01
   6.14705e-03            -2.43611e-02             3.29316e-01
   4.56391e-03            -2.99480e-02             3.29316e-01
   2.80895e-03            -3.47911e-02             3.29316e-01
   1.02623e-03            -3.87819e-02             3.29316e-01
  -8.27835e-04            -4.18129e-02             3.29316e-01
  -2.50709e-03            -4.38310e-02             3.29316e-01
  -4.82318e-03            -4.46944e-02             3.29316e-01
  -5.86278e-03            -4.34688e-02             3.29316e-01
  -6.43145e-03            -4.12082e-02             3.29316e-01
  -6.78795e-03            -3.79387e-02             3.29316e-01
  -6.90520e-03            -3.37428e-02             3.29316e-01
  -6.80360e-03            -2.87213e-02             3.29316e-01
  -6.46594e-03            -2.30000e-02             3.29316e-01
  -5.86459e-03            -1.67236e-02             3.29316e-01
  -4.93776e-03            -1.00550e-02             3.29316e-01
  -3.70612e-03            -3.15854e-03             3.29316e-01
  -2.24092e-03             3.80031e-03             3.29316e-01
  -6.72874e-04             1.06604e-02             3.29316e-01
   8.72783e-04             1.72623e-02             3.29316e-01
   2.26880e-03             2.34529e-02             3.29316e-01
   3.41020e-03             2.90875e-02             3.29316e-01
   4.23868e-03             3.40305e-02             3.29316e-01
   4.72767e-03             3.81610e-02             3.29316e-01
   4.89260e-03             4.13743e-02             3.29316e-01
   4.84651e-03             4.35785e-02             3.29316e-01
   4.82318e-03             4.46944e-02             3.29316e-01

   4.38670e-03             4.40120e-02             3.45937e-01
   4.55082e-03             4.29011e-02             3.45937e-01
   4.87501e-03             4.07068e-02             3.45937e-01
   5.31456e-03             3.74867e-02             3.45937e-01
   5.85727e-03             3.33202e-02             3.45937e-01
   6.50138e-03             2.83087e-02             3.45937e-01
   7.20090e-03             2.25787e-02             3.45937e-01
   7.87380e-03             1.62778e-02             3.45937e-01
   8.41451e-03             9.56987e-03             3.45937e-01
   8.72687e-03             2.62842e-03             3.45937e-01
   8.71449e-03            -4.36681e-03             3.45937e-01
   8.29857e-03            -1.12357e-02             3.45937e-01
   7.45896e-03            -1.78060e-02             3.45937e-01
   6.24337e-03            -2.39187e-02             3.45937e-01
   4.73061e-03            -2.94282e-02             3.45937e-01
   3.04282e-03            -3.42072e-02             3.45937e-01
   1.32089e-03            -3.81480e-02             3.45937e-01
  -4.78938e-04            -4.11450e-02             3.45937e-01
  -2.11491e-03            -4.31439e-02             3.45937e-01
  -4.38670e-03            -4.40120e-02             3.45937e-01
  -5.41937e-03            -4.28146e-02             3.45937e-01
  -5.99700e-03            -4.05950e-02             3.45937e-01
  -6.37398e-03            -3.73811e-02             3.45937e-01
  -6.52301e-03            -3.32538e-02             3.45937e-01
  -6.46335e-03            -2.83125e-02             3.45937e-01
  -6.17705e-03            -2.26808e-02             3.45937e-01
  -5.63577e-03            -1.65009e-02             3.45937e-01
  -4.77740e-03            -9.93238e-03             3.45937e-01
  -3.62099e-03            -3.13732e-03             3.45937e-01
  -2.23527e-03             3.72102e-03             3.45937e-01
  -7.47567e-04             1.04831e-02             3.45937e-01
   7.20175e-04             1.69908e-02             3.45937e-01
   2.04399e-03             2.30927e-02             3.45937e-01
   3.12176e-03             2.86456e-02             3.45937e-01
   3.89721e-03             3.35155e-02             3.45937e-01
   4.34516e-03             3.75833e-02             3.45937e-01
   4.48164e-03             4.07460e-02             3.45937e-01
   4.41861e-03             4.29143e-02             3.45937e-01
   4.38670e-03             4.40120e-02             3.45937e-01

   3.99593e-03             4.33191e-02             3.62558e-01
   4.16539e-03             4.22277e-02             3.62558e-01
   4.50013e-03             4.00718e-02             3.62558e-01
   4.95574e-03             3.69079e-02             3.62558e-01
   5.51967e-03             3.28139e-02             3.62558e-01
   6.18945e-03             2.78897e-02             3.62558e-01
   6.91893e-03             2.22591e-02             3.62558e-01
   7.62634e-03             1.60668e-02             3.62558e-01
   8.20670e-03             9.47320e-03             3.62558e-01
   8.56416e-03             2.64830e-03             3.62558e-01
   8.60261e-03            -4.23183e-03             3.62558e-01
   8.24325e-03            -1.09906e-02             3.62558e-01
   7.46501e-03            -1.74588e-02             3.62558e-01
   6.31368e-03            -2.34797e-02             3.62558e-01
   4.86571e-03            -2.89094e-02             3.62558e-01
   3.24029e-03            -3.36220e-02             3.62558e-01
   1.57524e-03            -3.75103e-02             3.62558e-01
  -1.73266e-04            -4.04710e-02             3.62558e-01
  -1.76783e-03            -4.24489e-02             3.62558e-01
  -3.99593e-03            -4.33191e-02             3.62558e-01
  -5.02027e-03            -4.21488e-02             3.62558e-01
  -5.60445e-03            -3.99700e-02             3.62558e-01
  -5.99849e-03            -3.68117e-02             3.62558e-01
  -6.17493e-03            -3.27535e-02             3.62558e-01
  -6.15202e-03            -2.78931e-02             3.62558e-01
  -5.91119e-03            -2.23521e-02             3.62558e-01
  -5.42355e-03            -1.62699e-02             3.62558e-01
  -4.62686e-03            -9.80342e-03             3.62558e-01
  -3.53866e-03            -3.11187e-03             3.62558e-01
  -2.22539e-03             3.64357e-03             3.62558e-01
  -8.11129e-04             1.03050e-02             3.62558e-01
   5.85347e-04             1.67162e-02             3.62558e-01
   1.84320e-03             2.27273e-02             3.62558e-01
   2.86304e-03             2.81965e-02             3.62558e-01
   3.59047e-03             3.29919e-02             3.62558e-01
   4.00161e-03             3.69959e-02             3.62558e-01
   4.11295e-03             4.01075e-02             3.62558e-01
   4.03526e-03             4.22397e-02             3.62558e-01
   3.99593e-03             4.33191e-02             3.62558e-01

   3.77256e-03             4.26286e-02             3.79179e-01
   3.94325e-03             4.15556e-02             3.79179e-01
   4.28042e-03             3.94360e-02             3.79179e-01
   4.74018e-03             3.63253e-02             3.79179e-01
   5.30989e-03             3.23000e-02             3.79179e-01
   5.98677e-03             2.74583e-02             3.79179e-01
   6.72495e-03             2.19221e-02             3.79179e-01
   7.44349e-03             1.58331e-02             3.79179e-01
   8.03849e-03             9.34900e-03             3.79179e-01
   8.41508e-03             2.63649e-03             3.79179e-01
   8.47805e-03            -4.13151e-03             3.79179e-01
   8.14925e-03            -1.07816e-02             3.79179e-01
   7.40732e-03            -1.71474e-02             3.79179e-01
   6.29673e-03            -2.30745e-02             3.79179e-01
   4.89217e-03            -2.84211e-02             3.79179e-01
   3.31044e-03            -3.30629e-02             3.79179e-01
   1.68669e-03            -3.68940e-02             3.79179e-01
  -2.25275e-05            -3.98128e-02             3.79179e-01
  -1.58391e-03            -4.17644e-02             3.79179e-01
  -3.77256e-03            -4.26286e-02             3.79179e-01
  -4.78450e-03            -4.14811e-02             3.79179e-01
  -5.36714e-03            -3.93399e-02             3.79179e-01
  -5.76631e-03            -3.62345e-02             3.79179e-01
  -5.95471e-03            -3.22429e-02             3.79179e-01
  -5.94993e-03            -2.74616e-02             3.79179e-01
  -5.73328e-03            -2.20098e-02             3.79179e-01
  -5.27581e-03            -1.60249e-02             3.79179e-01
  -4.51571e-03            -9.66076e-03             3.79179e-01
  -3.46969e-03            -3.07415e-03             3.79179e-01
  -2.20249e-03             3.57613e-03             3.79179e-01
  -8.35590e-04             1.01343e-02             3.79179e-01
   5.14723e-04             1.64463e-02             3.79179e-01
   1.73014e-03             2.23641e-02             3.79179e-01
   2.71338e-03             2.77480e-02             3.79179e-01
   3.41145e-03             3.24680e-02             3.79179e-01
   3.80125e-03             3.64084e-02             3.79179e-01
   3.89942e-03             3.94697e-02             3.79179e-01
   3.81520e-03             4.15669e-02             3.79179e-01
   3.77256e-03             4.26286e-02             3.79179e-01
   3.77256e-03             4.26286e-02             3.79179e-01
   3.94325e-03             4.15556e-02             3.79179e-01
   4.28042e-03             3.94360e-02             3.79179e-01
   4.74018e-03             3.63253e-02             3.79179e-01
   5.30989e-03             3.23000e-02             3.79179e-01
   5.98677e-03             2.74583e-02             3.79179e-01
   6.72495e-03             2.19221e-02             3.79179e-01
   7.44349e-03             1.58331e-02             3.79179e-01
   8.03849e-03             9.34900e-03             3.79179e-01
   8.41508e-03             2.63649e-03             3.79179e-01
   8.47805e-03            -4.13151e-03             3.79179e-01
   8.14925e-03            -1.07816e-02             3.79179e-01
   7.40732e-03            -1.71474e-02             3.79179e-01
   6.29673e-03            -2.30745e-02             3.79179e-01
   4.89217e-03            -2.84211e-02             3.79179e-01
   3.31044e-03            -3.30629e-02             3.79179e-01
   1.68669e-03            -3.68940e-02             3.79179e-01
  -2.25275e-05            -3.98128e-02             3.79179e-01
  -1.58391e-03            -4.17644e-02             3.79179e-01
  -3.77256e-03            -4.26286e-02             3.79179e-01
  -4.78450e-03            -4.14811e-02             3.79179e-01
  -5.36714e-03            -3.93399e-02             3.79179e-01
  -5.76631e-03            -3.62345e-02             3.79179e-01
  -5.95471e-03            -3.22429e-02             3.79179e-01
  -5.94993e-03            -2.74616e-02             3.79179e-01
  -5.73328e-03            -2.20098e-02             3.79179e-01
  -5.27581e-03            -1.60249e-02             3.79179e-01
  -4.51571e-03            -9.66076e-03             3.79179e-01
  -3.46969e-03            -3.07415e-03             3.79179e-01
  -2.20249e-03             3.57613e-03             3.79179e-01
  -8.35590e-04             1.01343e-02             3.79179e-01
   5.14723e-04             1.64463e-02             3.79179e-01
   1.73014e-03             2.23641e-02             3.79179e-01
   2.71338e-03             2.77480e-02             3.79179e-01
   3.41145e-03             3.24680e-02             3.79179e-01
   3.80125e-03             3.64084e-02             3.79179e-01
   3.89942e-03             3.94697e-02             3.79179e-01
   3.81520e-03             4.15669e-02             3.79179e-01
   3.77256e-03             4.26286e-02             3.79179e-01

   3.66926e-03             4.19398e-02             3.95800e-01
   3.83823e-03             4.08844e-02             3.95800e-01
   4.17201e-03             3.87996e-02             3.95800e-01
   4.62737e-03             3.57398e-02             3.95800e-01
   5.19180e-03             3.17805e-02             3.95800e-01
   5.86245e-03             2.70182e-02             3.95800e-01
   6.59410e-03             2.15726e-02             3.95800e-01
   7.30696e-03             1.55832e-02             3.95800e-01
   7.89870e-03             9.20505e-03             3.95800e-01
   8.27578e-03             2.60196e-03             3.95800e-01
   8.34440e-03            -4.05604e-03             3.95800e-01
   8.02750e-03            -1.05984e-02             3.95800e-01
   7.30389e-03            -1.68615e-02             3.95800e-01
   6.21719e-03            -2.26934e-02             3.95800e-01
   4.84072e-03            -2.79546e-02             3.95800e-01
   3.28926e-03            -3.25225e-02             3.95800e-01
   1.69567e-03            -3.62930e-02             3.95800e-01
   1.70869e-05            -3.91661e-02             3.95800e-01
  -1.51701e-03            -4.10875e-02             3.95800e-01
  -3.66926e-03            -4.19398e-02             3.95800e-01
  -4.66589e-03            -4.08120e-02             3.95800e-01
  -5.24117e-03            -3.87061e-02             3.95800e-01
  -5.63692e-03            -3.56515e-02             3.95800e-01
  -5.82619e-03            -3.17250e-02             3.95800e-01
  -5.82621e-03            -2.70213e-02             3.95800e-01
  -5.61845e-03            -2.16579e-02             3.95800e-01
  -5.17430e-03            -1.57698e-02             3.95800e-01
  -4.43283e-03            -9.50827e-03             3.95800e-01
  -3.41029e-03            -3.02764e-03             3.95800e-01
  -2.17023e-03             3.51587e-03             3.95800e-01
  -8.32007e-04             9.96889e-03             3.95800e-01
   4.90148e-04             1.61796e-02             3.95800e-01
   1.67998e-03             2.20025e-02             3.95800e-01
   2.64195e-03             2.72999e-02             3.95800e-01
   3.32402e-03             3.19439e-02             3.95800e-01
   3.70361e-03             3.58207e-02             3.95800e-01
   3.79716e-03             3.88324e-02             3.95800e-01
   3.71224e-03             4.08954e-02             3.95800e-01
   3.66926e-03             4.19398e-02             3.95800e-01
